time,location_specific,energy_MWh,week
2021-12-30 00:00:00+00:00,200 Olsson,19.716,1
2022-01-06 00:00:00+00:00,200 Olsson,27.21,2
2022-01-13 00:00:00+00:00,200 Olsson,27.585,3
2022-01-20 00:00:00+00:00,200 Olsson,27.463,4
2022-01-27 00:00:00+00:00,200 Olsson,29.105,5
2022-02-03 00:00:00+00:00,200 Olsson,29.672,6
2022-02-10 00:00:00+00:00,200 Olsson,29.882,7
2022-02-17 00:00:00+00:00,200 Olsson,30.105,8
2022-02-24 00:00:00+00:00,200 Olsson,30.715,9
2022-03-03 00:00:00+00:00,200 Olsson,31.237,10
2022-03-10 00:00:00+00:00,200 Olsson,30.807,11
2022-03-17 00:00:00+00:00,200 Olsson,31.367,12
2022-03-24 00:00:00+00:00,200 Olsson,31.841,13
2022-03-31 00:00:00+00:00,200 Olsson,32.038,14
2022-04-07 00:00:00+00:00,200 Olsson,11.321,15
2022-04-14 00:00:00+00:00,200 Olsson,0.0,16
2022-04-21 00:00:00+00:00,200 Olsson,0.0,17
2022-04-28 00:00:00+00:00,200 Olsson,0.0,18
2022-05-05 00:00:00+00:00,200 Olsson,0.0,19
2022-05-12 00:00:00+00:00,200 Olsson,42.534,20
2022-05-19 00:00:00+00:00,200 Olsson,49.189,21
2022-05-26 00:00:00+00:00,200 Olsson,52.714,22
2022-06-02 00:00:00+00:00,200 Olsson,50.232,23
2022-06-09 00:00:00+00:00,200 Olsson,53.677,24
2022-06-16 00:00:00+00:00,200 Olsson,53.534,25
2022-06-23 00:00:00+00:00,200 Olsson,53.924,26
2022-06-30 00:00:00+00:00,200 Olsson,54.203,27
2022-07-07 00:00:00+00:00,200 Olsson,53.194,28
2022-07-14 00:00:00+00:00,200 Olsson,34.945,29
2022-07-21 00:00:00+00:00,200 Olsson,55.287,30
2022-07-28 00:00:00+00:00,200 Olsson,59.204,31
2022-08-04 00:00:00+00:00,200 Olsson,59.549,32
2022-08-11 00:00:00+00:00,200 Olsson,60.594,33
2022-08-18 00:00:00+00:00,200 Olsson,60.425,34
2022-08-25 00:00:00+00:00,200 Olsson,59.817,35
2022-09-01 00:00:00+00:00,200 Olsson,56.699,36
2022-09-08 00:00:00+00:00,200 Olsson,57.491,37
2022-09-15 00:00:00+00:00,200 Olsson,61.221,38
2022-09-22 00:00:00+00:00,200 Olsson,61.015,39
2022-09-29 00:00:00+00:00,200 Olsson,47.621,40
2022-10-06 00:00:00+00:00,200 Olsson,9.555,41
2022-10-13 00:00:00+00:00,200 Olsson,56.203,42
2022-10-20 00:00:00+00:00,200 Olsson,45.619,43
2022-10-27 00:00:00+00:00,200 Olsson,66.37,44
2022-11-03 00:00:00+00:00,200 Olsson,68.462,45
2022-11-10 00:00:00+00:00,200 Olsson,70.589,46
2022-11-17 00:00:00+00:00,200 Olsson,72.932,47
2022-11-24 00:00:00+00:00,200 Olsson,74.746,48
2022-12-01 00:00:00+00:00,200 Olsson,73.561,49
2022-12-08 00:00:00+00:00,200 Olsson,76.694,50
2022-12-15 00:00:00+00:00,200 Olsson,75.646,51
2022-12-22 00:00:00+00:00,200 Olsson,75.72,52
2022-12-29 00:00:00+00:00,200 Olsson,76.539,53
2023-01-05 00:00:00+00:00,200 Olsson,79.16,54
2023-01-12 00:00:00+00:00,200 Olsson,73.818,55
2023-01-19 00:00:00+00:00,200 Olsson,78.787,56
2023-01-26 00:00:00+00:00,200 Olsson,76.291,57
2023-02-02 00:00:00+00:00,200 Olsson,78.331,58
2023-02-09 00:00:00+00:00,200 Olsson,70.592,59
2023-02-16 00:00:00+00:00,200 Olsson,77.117,60
2023-02-23 00:00:00+00:00,200 Olsson,61.956,61
2023-03-02 00:00:00+00:00,200 Olsson,74.578,62
2023-03-09 00:00:00+00:00,200 Olsson,51.876,63
2023-03-16 00:00:00+00:00,200 Olsson,9.791,64
2023-03-23 00:00:00+00:00,200 Olsson,89.386,65
2023-03-30 00:00:00+00:00,200 Olsson,90.904,66
2023-04-06 00:00:00+00:00,200 Olsson,94.942,67
2023-04-13 00:00:00+00:00,200 Olsson,95.819,68
2023-04-20 00:00:00+00:00,200 Olsson,96.446,69
2023-04-27 00:00:00+00:00,200 Olsson,88.88,70
2023-05-04 00:00:00+00:00,200 Olsson,96.502,71
2023-05-11 00:00:00+00:00,200 Olsson,95.944,72
2023-05-18 00:00:00+00:00,200 Olsson,98.15,73
2023-05-25 00:00:00+00:00,200 Olsson,98.631,74
2023-06-01 00:00:00+00:00,200 Olsson,102.809,75
2023-06-08 00:00:00+00:00,200 Olsson,101.891,76
2023-06-15 00:00:00+00:00,200 Olsson,102.503,77
2023-06-22 00:00:00+00:00,200 Olsson,97.423,78
2023-06-29 00:00:00+00:00,200 Olsson,102.186,79
2023-07-06 00:00:00+00:00,200 Olsson,102.808,80
2023-07-13 00:00:00+00:00,200 Olsson,102.808,81
2023-07-20 00:00:00+00:00,200 Olsson,101.972,82
2023-07-27 00:00:00+00:00,200 Olsson,101.808,83
2023-08-03 00:00:00+00:00,200 Olsson,102.033,84
2023-08-10 00:00:00+00:00,200 Olsson,101.982,85
2023-08-17 00:00:00+00:00,200 Olsson,102.471,86
2023-08-24 00:00:00+00:00,200 Olsson,109.194,87
2023-08-31 00:00:00+00:00,200 Olsson,112.414,88
2023-09-07 00:00:00+00:00,200 Olsson,114.665,89
2023-09-14 00:00:00+00:00,200 Olsson,114.856,90
2023-09-21 00:00:00+00:00,200 Olsson,116.877,91
2023-09-28 00:00:00+00:00,200 Olsson,118.48,92
2023-10-05 00:00:00+00:00,200 Olsson,118.967,93
2023-10-12 00:00:00+00:00,200 Olsson,119.301,94
2023-10-19 00:00:00+00:00,200 Olsson,119.681,95
2023-10-26 00:00:00+00:00,200 Olsson,119.045,96
2023-11-02 00:00:00+00:00,200 Olsson,121.336,97
2023-11-09 00:00:00+00:00,200 Olsson,125.324,98
2023-11-16 00:00:00+00:00,200 Olsson,98.344,99
2023-11-23 00:00:00+00:00,200 Olsson,0.0,100
2023-11-30 00:00:00+00:00,200 Olsson,0.0,101
2023-12-07 00:00:00+00:00,200 Olsson,19.208,102
2023-12-14 00:00:00+00:00,200 Olsson,112.641,103
2023-12-21 00:00:00+00:00,200 Olsson,114.629,104
2023-12-28 00:00:00+00:00,200 Olsson,122.146,105
2024-01-04 00:00:00+00:00,200 Olsson,137.426,106
2024-01-11 00:00:00+00:00,200 Olsson,122.733,107
2024-01-18 00:00:00+00:00,200 Olsson,125.505,108
2024-01-25 00:00:00+00:00,200 Olsson,95.266,109
2024-02-01 00:00:00+00:00,200 Olsson,100.154,110
2024-02-08 00:00:00+00:00,200 Olsson,117.432,111
2024-02-15 00:00:00+00:00,200 Olsson,104.86,112
2024-02-22 00:00:00+00:00,200 Olsson,127.479,113
2024-02-29 00:00:00+00:00,200 Olsson,133.792,114
2024-03-07 00:00:00+00:00,200 Olsson,129.816,115
2024-03-14 00:00:00+00:00,200 Olsson,140.47,116
2024-03-21 00:00:00+00:00,200 Olsson,144.957,117
2024-03-28 00:00:00+00:00,200 Olsson,147.626,118
2024-04-04 00:00:00+00:00,200 Olsson,171.718,119
2024-04-11 00:00:00+00:00,200 Olsson,175.185,120
2024-04-18 00:00:00+00:00,200 Olsson,173.265,121
2024-04-25 00:00:00+00:00,200 Olsson,184.891,122
2024-05-02 00:00:00+00:00,200 Olsson,200.16,123
2024-05-09 00:00:00+00:00,200 Olsson,190.36,124
2024-05-16 00:00:00+00:00,200 Olsson,217.599,125
2024-05-23 00:00:00+00:00,200 Olsson,208.556,126
2024-05-30 00:00:00+00:00,200 Olsson,202.438,127
2024-06-06 00:00:00+00:00,200 Olsson,197.392,128
2024-06-13 00:00:00+00:00,200 Olsson,209.171,129
2024-06-20 00:00:00+00:00,200 Olsson,210.27,130
2024-06-27 00:00:00+00:00,200 Olsson,203.776,131
2024-07-04 00:00:00+00:00,200 Olsson,201.039,132
2024-07-11 00:00:00+00:00,200 Olsson,212.013,133
2024-07-18 00:00:00+00:00,200 Olsson,182.282,134
2024-07-25 00:00:00+00:00,200 Olsson,200.394,135
2024-08-01 00:00:00+00:00,200 Olsson,194.303,136
2024-08-08 00:00:00+00:00,200 Olsson,173.48,137
2024-08-15 00:00:00+00:00,200 Olsson,182.389,138
2024-08-22 00:00:00+00:00,200 Olsson,193.497,139
2024-08-29 00:00:00+00:00,200 Olsson,187.888,140
2024-09-05 00:00:00+00:00,200 Olsson,200.048,141
2024-09-12 00:00:00+00:00,200 Olsson,193.644,142
2024-09-19 00:00:00+00:00,200 Olsson,205.312,143
2024-09-26 00:00:00+00:00,200 Olsson,180.905,144
2024-10-03 00:00:00+00:00,200 Olsson,200.671,145
2024-10-10 00:00:00+00:00,200 Olsson,195.617,146
2024-10-17 00:00:00+00:00,200 Olsson,196.698,147
2024-10-24 00:00:00+00:00,200 Olsson,203.317,148
2024-10-31 00:00:00+00:00,200 Olsson,196.968,149
2024-11-07 00:00:00+00:00,200 Olsson,196.4,150
2024-11-14 00:00:00+00:00,200 Olsson,206.015,151
2024-11-21 00:00:00+00:00,200 Olsson,193.713,152
2024-11-28 00:00:00+00:00,200 Olsson,193.776,153
2024-12-05 00:00:00+00:00,200 Olsson,197.956,154
2024-12-12 00:00:00+00:00,200 Olsson,240.575,155
2024-12-19 00:00:00+00:00,200 Olsson,248.89,156
2024-12-26 00:00:00+00:00,200 Olsson,255.361,157
2025-01-02 00:00:00+00:00,200 Olsson,272.026,158
2025-01-09 00:00:00+00:00,200 Olsson,241.723,159
2025-01-16 00:00:00+00:00,200 Olsson,239.7,160
2025-01-23 00:00:00+00:00,200 Olsson,263.65,161
2025-01-30 00:00:00+00:00,200 Olsson,256.438,162
2025-02-06 00:00:00+00:00,200 Olsson,260.758,163
2025-02-13 00:00:00+00:00,200 Olsson,138.06,164
2025-02-20 00:00:00+00:00,200 Olsson,250.167,165
2025-02-27 00:00:00+00:00,200 Olsson,253.07,166
2025-03-06 00:00:00+00:00,200 Olsson,244.629,167
2025-03-13 00:00:00+00:00,200 Olsson,248.887,168
2025-03-20 00:00:00+00:00,200 Olsson,248.748,169
2025-03-27 00:00:00+00:00,200 Olsson,270.084,170
2025-04-03 00:00:00+00:00,200 Olsson,254.172,171
2025-04-10 00:00:00+00:00,200 Olsson,243.229,172
2025-04-17 00:00:00+00:00,200 Olsson,245.47,173
2025-04-24 00:00:00+00:00,200 Olsson,256.951,174
2025-05-01 00:00:00+00:00,200 Olsson,243.991,175
2025-05-08 00:00:00+00:00,200 Olsson,257.27,176
2025-05-15 00:00:00+00:00,200 Olsson,264.923,177
2025-05-22 00:00:00+00:00,200 Olsson,251.075,178
2025-05-29 00:00:00+00:00,200 Olsson,244.881,179
2025-06-05 00:00:00+00:00,200 Olsson,244.49,180
2025-06-12 00:00:00+00:00,200 Olsson,252.499,181
2025-06-19 00:00:00+00:00,200 Olsson,239.363,182
2025-06-26 00:00:00+00:00,200 Olsson,248.192,183
2025-07-03 00:00:00+00:00,200 Olsson,258.408,184
2025-07-10 00:00:00+00:00,200 Olsson,257.981,185
2025-07-17 00:00:00+00:00,200 Olsson,261.861,186
2025-07-24 00:00:00+00:00,200 Olsson,239.114,187
2025-07-31 00:00:00+00:00,200 Olsson,265.078,188
2025-08-07 00:00:00+00:00,200 Olsson,273.604,189
2025-08-14 00:00:00+00:00,200 Olsson,271.995,190
2025-08-21 00:00:00+00:00,200 Olsson,264.09,191
2025-08-28 00:00:00+00:00,200 Olsson,265.071,192
2025-09-04 00:00:00+00:00,200 Olsson,263.187,193
2025-09-11 00:00:00+00:00,200 Olsson,275.481,194
2025-09-18 00:00:00+00:00,200 Olsson,267.376,195
2025-09-25 00:00:00+00:00,200 Olsson,226.602,196
2021-12-30 00:00:00+00:00,201 Olsson,50633.173,1
2022-01-06 00:00:00+00:00,201 Olsson,70900.814,2
2022-01-13 00:00:00+00:00,201 Olsson,72120.666,3
2022-01-20 00:00:00+00:00,201 Olsson,72375.55,4
2022-01-27 00:00:00+00:00,201 Olsson,73017.077,5
2022-02-03 00:00:00+00:00,201 Olsson,73567.525,6
2022-02-10 00:00:00+00:00,201 Olsson,74613.259,7
2022-02-17 00:00:00+00:00,201 Olsson,74419.765,8
2022-02-24 00:00:00+00:00,201 Olsson,75026.371,9
2022-03-03 00:00:00+00:00,201 Olsson,76661.53,10
2022-03-10 00:00:00+00:00,201 Olsson,76676.494,11
2022-03-17 00:00:00+00:00,201 Olsson,78764.086,12
2022-03-24 00:00:00+00:00,201 Olsson,79022.762,13
2022-03-31 00:00:00+00:00,201 Olsson,79922.733,14
2022-04-07 00:00:00+00:00,201 Olsson,27698.328,15
2022-04-14 00:00:00+00:00,201 Olsson,0.0,16
2022-04-21 00:00:00+00:00,201 Olsson,0.0,17
2022-04-28 00:00:00+00:00,201 Olsson,0.0,18
2022-05-05 00:00:00+00:00,201 Olsson,0.0,19
2022-05-12 00:00:00+00:00,201 Olsson,72188.951,20
2022-05-19 00:00:00+00:00,201 Olsson,85186.92,21
2022-05-26 00:00:00+00:00,201 Olsson,86105.771,22
2022-06-02 00:00:00+00:00,201 Olsson,81254.099,23
2022-06-09 00:00:00+00:00,201 Olsson,87327.683,24
2022-06-16 00:00:00+00:00,201 Olsson,88941.559,25
2022-06-23 00:00:00+00:00,201 Olsson,90669.574,26
2022-06-30 00:00:00+00:00,201 Olsson,91981.135,27
2022-07-07 00:00:00+00:00,201 Olsson,91120.762,28
2022-07-14 00:00:00+00:00,201 Olsson,60272.854,29
2022-07-21 00:00:00+00:00,201 Olsson,96557.532,30
2022-07-28 00:00:00+00:00,201 Olsson,97381.971,31
2022-08-04 00:00:00+00:00,201 Olsson,97522.53,32
2022-08-11 00:00:00+00:00,201 Olsson,97642.858,33
2022-08-18 00:00:00+00:00,201 Olsson,96982.375,34
2022-08-25 00:00:00+00:00,201 Olsson,96352.981,35
2022-09-01 00:00:00+00:00,201 Olsson,92189.42,36
2022-09-08 00:00:00+00:00,201 Olsson,94341.309,37
2022-09-15 00:00:00+00:00,201 Olsson,98997.618,38
2022-09-22 00:00:00+00:00,201 Olsson,95669.762,39
2022-09-29 00:00:00+00:00,201 Olsson,73605.097,40
2022-10-06 00:00:00+00:00,201 Olsson,14770.339,41
2022-10-13 00:00:00+00:00,201 Olsson,87385.381,42
2022-10-20 00:00:00+00:00,201 Olsson,69093.268,43
2022-10-27 00:00:00+00:00,201 Olsson,99621.628,44
2022-11-03 00:00:00+00:00,201 Olsson,100629.901,45
2022-11-10 00:00:00+00:00,201 Olsson,102620.462,46
2022-11-17 00:00:00+00:00,201 Olsson,104823.582,47
2022-11-24 00:00:00+00:00,201 Olsson,105247.331,48
2022-12-01 00:00:00+00:00,201 Olsson,103299.443,49
2022-12-08 00:00:00+00:00,201 Olsson,106954.305,50
2022-12-15 00:00:00+00:00,201 Olsson,105444.458,51
2022-12-22 00:00:00+00:00,201 Olsson,107486.327,52
2022-12-29 00:00:00+00:00,201 Olsson,110009.889,53
2023-01-05 00:00:00+00:00,201 Olsson,114862.504,54
2023-01-12 00:00:00+00:00,201 Olsson,108538.073,55
2023-01-19 00:00:00+00:00,201 Olsson,115463.016,56
2023-01-26 00:00:00+00:00,201 Olsson,113061.4,57
2023-02-02 00:00:00+00:00,201 Olsson,116607.769,58
2023-02-09 00:00:00+00:00,201 Olsson,106105.4,59
2023-02-16 00:00:00+00:00,201 Olsson,117035.892,60
2023-02-23 00:00:00+00:00,201 Olsson,95472.154,61
2023-03-02 00:00:00+00:00,201 Olsson,114121.544,62
2023-03-09 00:00:00+00:00,201 Olsson,80248.095,63
2023-03-16 00:00:00+00:00,201 Olsson,14847.215,64
2023-03-23 00:00:00+00:00,201 Olsson,134854.605,65
2023-03-30 00:00:00+00:00,201 Olsson,134956.865,66
2023-04-06 00:00:00+00:00,201 Olsson,137733.982,67
2023-04-13 00:00:00+00:00,201 Olsson,138413.345,68
2023-04-20 00:00:00+00:00,201 Olsson,140440.576,69
2023-04-27 00:00:00+00:00,201 Olsson,130611.313,70
2023-05-04 00:00:00+00:00,201 Olsson,142972.19,71
2023-05-11 00:00:00+00:00,201 Olsson,143095.125,72
2023-05-18 00:00:00+00:00,201 Olsson,144487.642,73
2023-05-25 00:00:00+00:00,201 Olsson,145558.509,74
2023-06-01 00:00:00+00:00,201 Olsson,147429.066,75
2023-06-08 00:00:00+00:00,201 Olsson,147114.609,76
2023-06-15 00:00:00+00:00,201 Olsson,148945.924,77
2023-06-22 00:00:00+00:00,201 Olsson,142458.763,78
2023-06-29 00:00:00+00:00,201 Olsson,150388.476,79
2023-07-06 00:00:00+00:00,201 Olsson,152361.324,80
2023-07-13 00:00:00+00:00,201 Olsson,153379.743,81
2023-07-20 00:00:00+00:00,201 Olsson,153052.533,82
2023-07-27 00:00:00+00:00,201 Olsson,153947.83,83
2023-08-03 00:00:00+00:00,201 Olsson,155680.275,84
2023-08-10 00:00:00+00:00,201 Olsson,157057.791,85
2023-08-17 00:00:00+00:00,201 Olsson,159292.4,86
2023-08-24 00:00:00+00:00,201 Olsson,160187.681,87
2023-08-31 00:00:00+00:00,201 Olsson,160729.307,88
2023-09-07 00:00:00+00:00,201 Olsson,163239.351,89
2023-09-14 00:00:00+00:00,201 Olsson,163967.52,90
2023-09-21 00:00:00+00:00,201 Olsson,165715.512,91
2023-09-28 00:00:00+00:00,201 Olsson,167166.439,92
2023-10-05 00:00:00+00:00,201 Olsson,168299.227,93
2023-10-12 00:00:00+00:00,201 Olsson,171023.663,94
2023-10-19 00:00:00+00:00,201 Olsson,172469.633,95
2023-10-26 00:00:00+00:00,201 Olsson,172477.376,96
2023-11-02 00:00:00+00:00,201 Olsson,173690.759,97
2023-11-09 00:00:00+00:00,201 Olsson,177969.217,98
2023-11-16 00:00:00+00:00,201 Olsson,141696.461,99
2023-11-23 00:00:00+00:00,201 Olsson,0.0,100
2023-11-30 00:00:00+00:00,201 Olsson,0.0,101
2023-12-07 00:00:00+00:00,201 Olsson,20997.13,102
2023-12-14 00:00:00+00:00,201 Olsson,111395.118,103
2023-12-21 00:00:00+00:00,201 Olsson,114930.029,104
2023-12-28 00:00:00+00:00,201 Olsson,122918.024,105
2024-01-04 00:00:00+00:00,201 Olsson,140521.086,106
2024-01-11 00:00:00+00:00,201 Olsson,126134.436,107
2024-01-18 00:00:00+00:00,201 Olsson,130106.113,108
2024-01-25 00:00:00+00:00,201 Olsson,98441.44,109
2024-02-01 00:00:00+00:00,201 Olsson,103475.858,110
2024-02-08 00:00:00+00:00,201 Olsson,122393.837,111
2024-02-15 00:00:00+00:00,201 Olsson,109438.624,112
2024-02-22 00:00:00+00:00,201 Olsson,133090.891,113
2024-02-29 00:00:00+00:00,201 Olsson,139011.742,114
2024-03-07 00:00:00+00:00,201 Olsson,135759.521,115
2024-03-14 00:00:00+00:00,201 Olsson,148206.067,116
2024-03-21 00:00:00+00:00,201 Olsson,149197.371,117
2024-03-28 00:00:00+00:00,201 Olsson,148468.735,118
2024-04-04 00:00:00+00:00,201 Olsson,152187.709,119
2024-04-11 00:00:00+00:00,201 Olsson,144707.271,120
2024-04-18 00:00:00+00:00,201 Olsson,144539.251,121
2024-04-25 00:00:00+00:00,201 Olsson,153587.019,122
2024-05-02 00:00:00+00:00,201 Olsson,167867.679,123
2024-05-09 00:00:00+00:00,201 Olsson,161272.232,124
2024-05-16 00:00:00+00:00,201 Olsson,184285.826,125
2024-05-23 00:00:00+00:00,201 Olsson,177898.315,126
2024-05-30 00:00:00+00:00,201 Olsson,174398.876,127
2024-06-06 00:00:00+00:00,201 Olsson,171215.276,128
2024-06-13 00:00:00+00:00,201 Olsson,183853.041,129
2024-06-20 00:00:00+00:00,201 Olsson,185336.095,130
2024-06-27 00:00:00+00:00,201 Olsson,181721.475,131
2024-07-04 00:00:00+00:00,201 Olsson,180349.456,132
2024-07-11 00:00:00+00:00,201 Olsson,191286.127,133
2024-07-18 00:00:00+00:00,201 Olsson,166147.079,134
2024-07-25 00:00:00+00:00,201 Olsson,183492.584,135
2024-08-01 00:00:00+00:00,201 Olsson,179342.212,136
2024-08-08 00:00:00+00:00,201 Olsson,160850.547,137
2024-08-15 00:00:00+00:00,201 Olsson,170561.021,138
2024-08-22 00:00:00+00:00,201 Olsson,182403.725,139
2024-08-29 00:00:00+00:00,201 Olsson,177966.099,140
2024-09-05 00:00:00+00:00,201 Olsson,191230.918,141
2024-09-12 00:00:00+00:00,201 Olsson,185920.709,142
2024-09-19 00:00:00+00:00,201 Olsson,197488.821,143
2024-09-26 00:00:00+00:00,201 Olsson,175617.239,144
2024-10-03 00:00:00+00:00,201 Olsson,196336.46,145
2024-10-10 00:00:00+00:00,201 Olsson,192550.397,146
2024-10-17 00:00:00+00:00,201 Olsson,195172.632,147
2024-10-24 00:00:00+00:00,201 Olsson,204090.262,148
2024-10-31 00:00:00+00:00,201 Olsson,199163.408,149
2024-11-07 00:00:00+00:00,201 Olsson,200765.863,150
2024-11-14 00:00:00+00:00,201 Olsson,210834.553,151
2024-11-21 00:00:00+00:00,201 Olsson,198899.662,152
2024-11-28 00:00:00+00:00,201 Olsson,200003.391,153
2024-12-05 00:00:00+00:00,201 Olsson,200152.163,154
2024-12-12 00:00:00+00:00,201 Olsson,198677.222,155
2024-12-19 00:00:00+00:00,201 Olsson,206347.047,156
2024-12-26 00:00:00+00:00,201 Olsson,212629.874,157
2025-01-02 00:00:00+00:00,201 Olsson,227889.09,158
2025-01-09 00:00:00+00:00,201 Olsson,204152.815,159
2025-01-16 00:00:00+00:00,201 Olsson,203928.392,160
2025-01-23 00:00:00+00:00,201 Olsson,225308.83,161
2025-01-30 00:00:00+00:00,201 Olsson,221187.679,162
2025-02-06 00:00:00+00:00,201 Olsson,227052.438,163
2025-02-13 00:00:00+00:00,201 Olsson,121370.539,164
2025-02-20 00:00:00+00:00,201 Olsson,220831.48,165
2025-02-27 00:00:00+00:00,201 Olsson,224522.195,166
2025-03-06 00:00:00+00:00,201 Olsson,219302.801,167
2025-03-13 00:00:00+00:00,201 Olsson,223712.297,168
2025-03-20 00:00:00+00:00,201 Olsson,224177.67,169
2025-03-27 00:00:00+00:00,201 Olsson,245417.944,170
2025-04-03 00:00:00+00:00,201 Olsson,231678.394,171
2025-04-10 00:00:00+00:00,201 Olsson,222227.31,172
2025-04-17 00:00:00+00:00,201 Olsson,224240.548,173
2025-04-24 00:00:00+00:00,201 Olsson,235967.969,174
2025-05-01 00:00:00+00:00,201 Olsson,224771.2,175
2025-05-08 00:00:00+00:00,201 Olsson,238550.558,176
2025-05-15 00:00:00+00:00,201 Olsson,246560.895,177
2025-05-22 00:00:00+00:00,201 Olsson,235008.354,178
2025-05-29 00:00:00+00:00,201 Olsson,230696.768,179
2025-06-05 00:00:00+00:00,201 Olsson,231496.244,180
2025-06-12 00:00:00+00:00,201 Olsson,240589.189,181
2025-06-19 00:00:00+00:00,201 Olsson,229362.428,182
2025-06-26 00:00:00+00:00,201 Olsson,239945.327,183
2025-07-03 00:00:00+00:00,201 Olsson,249800.113,184
2025-07-10 00:00:00+00:00,201 Olsson,250967.553,185
2025-07-17 00:00:00+00:00,201 Olsson,255488.075,186
2025-07-24 00:00:00+00:00,201 Olsson,234230.066,187
2025-07-31 00:00:00+00:00,201 Olsson,252636.457,188
2025-08-07 00:00:00+00:00,201 Olsson,253011.52,189
2025-08-14 00:00:00+00:00,201 Olsson,244705.285,190
2025-08-21 00:00:00+00:00,201 Olsson,237949.364,191
2025-08-28 00:00:00+00:00,201 Olsson,240157.883,192
2025-09-04 00:00:00+00:00,201 Olsson,238352.582,193
2025-09-11 00:00:00+00:00,201 Olsson,250107.762,194
2025-09-18 00:00:00+00:00,201 Olsson,244764.024,195
2025-09-25 00:00:00+00:00,201 Olsson,208601.147,196
2021-12-30 00:00:00+00:00,203 Olsson,80787.803,1
2022-01-06 00:00:00+00:00,203 Olsson,112221.656,2
2022-01-13 00:00:00+00:00,203 Olsson,113879.183,3
2022-01-20 00:00:00+00:00,203 Olsson,114038.264,4
2022-01-27 00:00:00+00:00,203 Olsson,115472.548,5
2022-02-03 00:00:00+00:00,203 Olsson,116624.678,6
2022-02-10 00:00:00+00:00,203 Olsson,118317.924,7
2022-02-17 00:00:00+00:00,203 Olsson,117831.902,8
2022-02-24 00:00:00+00:00,203 Olsson,118720.318,9
2022-03-03 00:00:00+00:00,203 Olsson,121659.793,10
2022-03-10 00:00:00+00:00,203 Olsson,120856.074,11
2022-03-17 00:00:00+00:00,203 Olsson,124342.514,12
2022-03-24 00:00:00+00:00,203 Olsson,124539.877,13
2022-03-31 00:00:00+00:00,203 Olsson,124790.41,14
2022-04-07 00:00:00+00:00,203 Olsson,43345.238,15
2022-04-14 00:00:00+00:00,203 Olsson,0.0,16
2022-04-21 00:00:00+00:00,203 Olsson,0.0,17
2022-04-28 00:00:00+00:00,203 Olsson,0.0,18
2022-05-05 00:00:00+00:00,203 Olsson,0.0,19
2022-05-12 00:00:00+00:00,203 Olsson,112394.244,20
2022-05-19 00:00:00+00:00,203 Olsson,131735.596,21
2022-05-26 00:00:00+00:00,203 Olsson,132391.698,22
2022-06-02 00:00:00+00:00,203 Olsson,126590.807,23
2022-06-09 00:00:00+00:00,203 Olsson,134875.4,24
2022-06-16 00:00:00+00:00,203 Olsson,135346.894,25
2022-06-23 00:00:00+00:00,203 Olsson,137677.097,26
2022-06-30 00:00:00+00:00,203 Olsson,139552.696,27
2022-07-07 00:00:00+00:00,203 Olsson,136846.132,28
2022-07-14 00:00:00+00:00,203 Olsson,89444.218,29
2022-07-21 00:00:00+00:00,203 Olsson,144520.392,30
2022-07-28 00:00:00+00:00,203 Olsson,145519.991,31
2022-08-04 00:00:00+00:00,203 Olsson,145551.808,32
2022-08-11 00:00:00+00:00,203 Olsson,145410.297,33
2022-08-18 00:00:00+00:00,203 Olsson,144970.736,34
2022-08-25 00:00:00+00:00,203 Olsson,143877.945,35
2022-09-01 00:00:00+00:00,203 Olsson,138617.227,36
2022-09-08 00:00:00+00:00,203 Olsson,140949.225,37
2022-09-15 00:00:00+00:00,203 Olsson,148365.104,38
2022-09-22 00:00:00+00:00,203 Olsson,142486.515,39
2022-09-29 00:00:00+00:00,203 Olsson,110052.675,40
2022-10-06 00:00:00+00:00,203 Olsson,21959.683,41
2022-10-13 00:00:00+00:00,203 Olsson,129447.61,42
2022-10-20 00:00:00+00:00,203 Olsson,101638.71,43
2022-10-27 00:00:00+00:00,203 Olsson,146806.7,44
2022-11-03 00:00:00+00:00,203 Olsson,148120.968,45
2022-11-10 00:00:00+00:00,203 Olsson,151524.594,46
2022-11-17 00:00:00+00:00,203 Olsson,154397.461,47
2022-11-24 00:00:00+00:00,203 Olsson,155870.691,48
2022-12-01 00:00:00+00:00,203 Olsson,153130.112,49
2022-12-08 00:00:00+00:00,203 Olsson,158249.453,50
2022-12-15 00:00:00+00:00,203 Olsson,155409.075,51
2022-12-22 00:00:00+00:00,203 Olsson,158453.787,52
2022-12-29 00:00:00+00:00,203 Olsson,161826.794,53
2023-01-05 00:00:00+00:00,203 Olsson,169000.643,54
2023-01-12 00:00:00+00:00,203 Olsson,159456.645,55
2023-01-19 00:00:00+00:00,203 Olsson,169571.003,56
2023-01-26 00:00:00+00:00,203 Olsson,165628.946,57
2023-02-02 00:00:00+00:00,203 Olsson,170201.705,58
2023-02-09 00:00:00+00:00,203 Olsson,154947.746,59
2023-02-16 00:00:00+00:00,203 Olsson,169443.303,60
2023-02-23 00:00:00+00:00,203 Olsson,137410.55,61
2023-03-02 00:00:00+00:00,203 Olsson,164587.975,62
2023-03-09 00:00:00+00:00,203 Olsson,115886.409,63
2023-03-16 00:00:00+00:00,203 Olsson,21422.656,64
2023-03-23 00:00:00+00:00,203 Olsson,194792.834,65
